id,loan_status_2,loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status
15708,Paid,0,4800.0,36,9.75,154.32,B3,2,OWN,"(72000.0, 80000.0]",Source Verified,2016-01-06 00:00:00,debt_consolidation,MN,12.58,660,664,10,0,13980,89.6,2,0,33,1
15709,Paid,0,17000.0,36,6.03,517.41,A1,7,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2011-01-11 00:00:00,home_improvement,FL,6.72,770,774,13,0,16710,36.1,,0,36,0
15710,Paid,0,13925.0,36,13.98,475.79,C3,1,RENT,"(6694.0, 32500.0]",Not Verified,2014-01-10 00:00:00,debt_consolidation,MA,23.8,730,734,15,0,10212,20.8,0,0,28,0
15711,Paid,0,5600.0,36,15.31,194.98,C4,10,RENT,"(6694.0, 32500.0]",Not Verified,2014-01-03 00:00:00,debt_consolidation,OH,29.59,665,669,8,0,6566,70.6,0,0,33,0
15712,Paid,0,10000.0,36,10.9,326.92,B4,10,RENT,"(65000.0, 72000.0]",Not Verified,2018-01-04 00:00:00,debt_consolidation,UT,10.57,670,674,10,1,2378,23.1,6,1,33,0
15713,Paid,0,5000.0,36,11.67,165.29,B4,4,OWN,"(133553.0, 6693021.0]",Verified,2014-01-05 00:00:00,moving,VA,13.81,735,739,12,0,21315,33.5,5,0,21,2
15714,Paid,0,-30000.0,36,12.49,1003.47,B5,0,RENT,"(107000.0, 133553.0]",Verified,2014-01-07 00:00:00,debt_consolidation,CA,15.38,685,689,14,0,23979,56.3,0,0,21,0
15715,Paid,0,3600.0,36,15.61,125.88,C5,2,RENT,"(46000.0, 52000.0]",Not Verified,2014-01-03 00:00:00,credit_card,CA,26.28,,694,7,0,9731,74.9,0,0,29,0
15716,Paid,0,14500.0,60,7.88,185.51,A5,0,RENT,"(32500.0, 40000.0]",Not Verified,2010-01-06 00:00:00,credit_card,OR,24.88,730,734,13,0,29706,59.1,,0,31,0
15717,Paid,0,3000.0,36,16.55,106.29,D2,,MORTGAGE,"(32500.0, 40000.0]",Verified,2015-01-03 00:00:00,other,NJ,31.77,680,684,9,0,22688,95.3,4,0,36,-2
15718,Paid,0,-15000.0,36,9.49,480.43,B2,5,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2016-01-07 00:00:00,debt_consolidation,TX,17.44,670,674,8,1,7367,70.2,0,1,35,1
15719,Paid,0,28000.0,36,15.99,984.26,D2,2,MORTGAGE,"(80000.0, 91000.0]",Verified,2014-01-11 00:00:00,debt_consolidation,CA,20.04,,674,13,0,20372,79.9,1,0,25,-1
15720,Paid,0,-13000.0,36,5.32,391.5,A1,0,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2015-01-06 00:00:00,credit_card,GA,11.62,735,739,14,0,15558,34.0,4,0,28,-1
15721,Paid,0,15500.0,36,9.17,494.13,B2,10,RENT,"(40000.0, 46000.0]",Not Verified,2015-01-05 00:00:00,debt_consolidation,OK,18.45,,694,7,0,10337,94.8,0,0,44,0
15722,Paid,0,7000.0,36,11.53,230.94,B5,5,RENT,"(72000.0, 80000.0]",Source Verified,2015-01-09 00:00:00,medical,AZ,1.65,670,674,4,0,1631,10.1,0,0,46,6
15723,Written off,1,25000.0,36,12.99,842.23,C2,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2015-01-01 00:00:00,debt_consolidation,SC,7.81,670,674,18,5,27021,42.5,0,0,31,0
15724,Written off,1,10000.0,36,12.79,335.93,C1,4,RENT,"(40000.0, 46000.0]",Source Verified,2016-01-07 00:00:00,debt_consolidation,AZ,18.85,670,674,21,1,5130,57.6,0,0,31,0
15725,Paid,0,15000.0,60,14.65,354.1,C5,4,OWN,"(65000.0, 72000.0]",Source Verified,2015-01-07 00:00:00,other,RI,16.52,,679,9,0,11772,75.0,2,0,30,-2
15726,Written off,1,34300.0,60,23.99,986.55,E2,2,MORTGAGE,"(107000.0, 133553.0]",Verified,2017-01-02 00:00:00,debt_consolidation,UT,4.13,665,669,5,0,11948,78.1,2,0,37,1
15727,Paid,0,9000.0,36,8.99,286.16,B1,3,RENT,"(46000.0, 52000.0]",Not Verified,2016-01-10 00:00:00,medical,MD,13.95,675,679,8,1,5267,30.4,0,0,34,-1
15728,Written off,1,15000.0,60,18.25,382.95,E1,10,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2015-01-02 00:00:00,debt_consolidation,WA,27.96,680,684,10,0,19347,87.1,3,0,38,0
15729,Paid,0,25000.0,36,15.1,867.86,C2,3,MORTGAGE,"(65000.0, 72000.0]",Verified,2013-01-11 00:00:00,credit_card,CO,20.86,670,674,15,0,24944,50.8,2,0,35,1
15730,Paid,0,8500.0,36,10.75,277.28,B4,0,OWN,"(40000.0, 46000.0]",Not Verified,2016-01-02 00:00:00,debt_consolidation,TX,37.02,725,729,9,0,3755,22.4,0,0,31,0
15731,Paid,0,35000.0,60,13.67,808.42,C4,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2015-01-12 00:00:00,debt_consolidation,AZ,17.28,680,684,13,0,153874,82.0,9,0,34,1
15732,Paid,0,-16000.0,36,9.17,510.07,B2,1,RENT,"(80000.0, 91000.0]",Verified,2015-01-06 00:00:00,debt_consolidation,WA,31.27,700,704,16,0,11902,47.2,0,0,36,2
15733,Paid,0,2800.0,36,13.35,94.82,C2,0,RENT,"(32500.0, 40000.0]",Not Verified,2014-01-09 00:00:00,debt_consolidation,FL,19.65,670,674,10,1,6931,50.0,1,1,40,1
15734,Paid,0,8000.0,36,20.49,299.31,E2,10,MORTGAGE,"(46000.0, 52000.0]",Verified,2014-01-03 00:00:00,debt_consolidation,MI,19.92,690,694,13,0,17133,91.1,6,0,42,1
15735,Paid,0,-35000.0,60,18.25,893.54,E1,1,RENT,"(80000.0, 91000.0]",Verified,2015-01-03 00:00:00,debt_consolidation,MA,39.03,675,679,34,0,40438,89.5,0,0,38,1
15736,Paid,0,-7200.0,36,13.98,246.01,C1,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2014-01-01 00:00:00,debt_consolidation,PA,7.58,665,669,7,0,4642,30.5,3,0,29,0
15737,Paid,0,12000.0,36,12.12,399.26,B3,10,OWN,"(52000.0, 60000.0]",Verified,2012-01-08 00:00:00,debt_consolidation,MD,29.78,690,694,8,0,24360,89.9,0,0,31,1
15738,Paid,0,35000.0,60,12.69,790.82,C2,10,MORTGAGE,"(72000.0, 80000.0]",Verified,2015-01-03 00:00:00,debt_consolidation,OH,11.16,720,724,7,0,20617,35.1,6,0,34,0
15739,Paid,0,21000.0,36,11.55,693.0,B3,4,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2013-01-08 00:00:00,car,GA,10.26,,694,8,0,17729,39.8,3,0,42,0
15740,Paid,0,8000.0,36,7.9,250.33,A4,3,RENT,"(46000.0, 52000.0]",Not Verified,2014-01-01 00:00:00,credit_card,NV,15.45,670,674,27,0,4869,28.5,1,0,40,0
15741,Paid,0,6325.0,36,21.18,238.88,E3,10,RENT,"(40000.0, 46000.0]",Source Verified,2014-01-02 00:00:00,debt_consolidation,WA,9.46,665,669,11,1,4761,50.6,3,1,36,1
15742,Paid,0,10000.0,36,17.77,360.38,D1,2,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2012-01-08 00:00:00,debt_consolidation,AZ,15.14,,679,20,0,9969,95.9,1,0,25,0
15743,Paid,0,4500.0,36,9.75,144.68,B3,10,RENT,"(80000.0, 91000.0]",Source Verified,2016-01-06 00:00:00,vacation,NY,1.35,,669,3,0,2851,47.5,0,0,27,-1
15744,Written off,1,7200.0,36,12.69,241.53,C2,,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-04 00:00:00,medical,GA,7.64,700,704,8,0,16160,78.4,2,0,34,3
15745,Paid,0,25200.0,36,6.97,777.76,A3,5,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2016-01-06 00:00:00,credit_card,FL,18.13,695,699,23,0,14525,39.0,2,0,33,0
15746,Paid,0,13000.0,36,9.16,414.37,B2,2,RENT,"(6694.0, 32500.0]",Not Verified,2016-01-02 00:00:00,debt_consolidation,MA,32.93,700,704,15,0,12829,34.6,0,0,44,0
15747,Paid,0,8000.0,36,13.98,273.35,C3,5,MORTGAGE,"(32500.0, 40000.0]",Verified,2014-01-10 00:00:00,credit_card,TN,16.29,715,719,4,0,3183,37.9,0,0,45,-1
15748,Paid,0,17000.0,36,8.39,535.79,A5,8,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2014-01-10 00:00:00,debt_consolidation,MI,8.14,745,749,7,0,16029,55.3,3,0,45,-1
15749,Paid,0,24725.0,36,8.6,781.66,A4,10,MORTGAGE,"(60000.0, 65000.0]",Verified,2013-01-09 00:00:00,debt_consolidation,VA,27.04,,719,9,0,17600,44.3,4,0,25,0
15750,Written off,1,8400.0,36,14.49,289.1,C4,0,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2014-01-07 00:00:00,debt_consolidation,NM,20.77,680,684,17,1,9801,41.2,1,1,29,-1
15751,Written off,1,15000.0,36,15.59,524.33,C5,10,RENT,"(60000.0, 65000.0]",Source Verified,2016-01-06 00:00:00,other,MI,8.44,690,694,10,1,9085,86.5,0,1,43,-1
15752,Paid,0,30000.0,36,11.99,996.29,C1,6,RENT,"(72000.0, 80000.0]",Source Verified,2016-01-02 00:00:00,debt_consolidation,CA,29.81,770,774,17,0,7391,11.8,1,0,25,1
15753,Paid,0,19200.0,36,11.99,637.63,B3,6,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2013-01-11 00:00:00,credit_card,TX,16.46,675,679,13,0,14370,62.2,2,0,33,0
15754,Paid,0,29700.0,60,22.4,827.06,E3,9,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2013-01-12 00:00:00,debt_consolidation,CA,10.98,720,724,10,0,23766,87.7,1,0,36,2
15755,Paid,0,35000.0,60,11.49,769.57,B5,2,RENT,"(133553.0, 6693021.0]",Verified,2016-01-08 00:00:00,debt_consolidation,WA,27.91,,689,18,0,61161,79.0,3,0,44,-1
15756,Paid,0,12500.0,36,7.89,391.08,A5,5,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2016-01-03 00:00:00,home_improvement,AZ,7.04,710,714,8,0,31196,83.6,1,0,38,0
15757,Paid,0,24575.0,60,19.2,640.2,D3,2,MORTGAGE,"(72000.0, 80000.0]",Verified,2013-01-11 00:00:00,credit_card,MN,32.96,685,689,12,0,26605,68.0,2,0,47,2
15758,Paid,0,12000.0,36,12.99,404.27,C2,,RENT,"(60000.0, 65000.0]",Source Verified,2016-01-03 00:00:00,debt_consolidation,OH,25.9,675,679,8,0,10170,70.6,2,0,45,-1
15759,Paid,0,8800.0,36,25.57,352.55,F5,2,MORTGAGE,"(133553.0, 6693021.0]",Verified,2014-01-09 00:00:00,debt_consolidation,CA,11.47,660,664,11,3,8182,62.0,0,1,35,-1
15760,Paid,0,19000.0,60,21.18,515.94,E3,10,RENT,"(60000.0, 65000.0]",Not Verified,2016-01-04 00:00:00,debt_consolidation,TX,10.71,745,749,22,0,12084,32.5,5,0,45,-1
15761,Paid,0,12000.0,36,10.99,392.81,B4,0,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2015-01-05 00:00:00,credit_card,FL,5.31,705,709,4,0,7000,100.0,4,0,34,0
15762,Paid,0,7000.0,36,11.99,232.47,C1,1,RENT,"(46000.0, 52000.0]",Source Verified,2015-01-12 00:00:00,credit_card,CO,15.7,665,669,3,2,6085,81.1,0,1,28,0
15763,Written off,1,12175.0,36,19.47,449.19,D5,2,RENT,"(40000.0, 46000.0]",Verified,2014-01-05 00:00:00,debt_consolidation,NY,11.06,660,664,10,1,11243,63.2,0,1,32,0
15764,Paid,0,24000.0,36,7.89,750.86,A5,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,NJ,6.1,690,694,9,0,6384,70.4,4,0,31,0
15765,Paid,0,14500.0,36,21.49,549.95,D5,,RENT,"(32500.0, 40000.0]",Verified,2016-01-09 00:00:00,debt_consolidation,MD,19.95,700,704,4,0,5011,57.6,0,0,46,0
15766,Paid,0,7850.0,36,12.69,263.33,C2,2,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2015-01-10 00:00:00,credit_card,CA,30.08,710,714,19,0,23746,47.1,6,0,38,0
15767,Paid,0,25000.0,36,7.12,773.3,A3,5,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2014-01-06 00:00:00,debt_consolidation,AL,25.47,,724,16,0,19237,67.5,3,0,44,0
15768,Paid,0,22000.0,60,16.29,538.4,C4,10,MORTGAGE,"(52000.0, 60000.0]",Verified,2013-01-02 00:00:00,debt_consolidation,AR,15.75,710,714,8,0,14797,71.1,2,0,42,1
15769,Paid,0,12000.0,36,11.99,398.52,B3,2,OWN,"(65000.0, 72000.0]",Not Verified,2014-01-02 00:00:00,debt_consolidation,NJ,18.16,670,674,15,0,21976,51.1,0,0,38,-1
15770,Paid,0,24000.0,60,13.11,547.43,B4,4,MORTGAGE,"(133553.0, 6693021.0]",Verified,2013-01-04 00:00:00,home_improvement,FL,22.22,715,719,14,0,16489,58.3,9,0,45,0
15771,Written off,1,23100.0,60,28.49,726.09,G4,1,RENT,"(65000.0, 72000.0]",Verified,2015-01-09 00:00:00,small_business,IN,22.66,705,709,16,0,12969,29.7,1,0,42,3
15772,Paid,0,20000.0,36,11.49,659.43,B5,6,RENT,"(107000.0, 133553.0]",Not Verified,2015-01-11 00:00:00,debt_consolidation,NY,13.08,705,709,24,0,14904,30.7,0,0,30,0
15773,Paid,0,8000.0,36,9.16,255.0,B2,,OWN,"(52000.0, 60000.0]",Source Verified,2016-01-04 00:00:00,debt_consolidation,TX,26.9,670,674,22,0,11452,52.3,2,0,30,-1
15774,Paid,0,2000.0,36,18.24,72.55,D5,2,OWN,"(6694.0, 32500.0]",Not Verified,2014-01-08 00:00:00,home_improvement,SC,34.99,,729,5,0,1017,26.1,0,0,32,-1
15775,Written off,1,13700.0,60,17.86,346.85,D5,3,RENT,"(46000.0, 52000.0]",Source Verified,2015-01-03 00:00:00,credit_card,FL,22.18,705,709,13,0,24698,55.3,3,0,36,0
15776,Paid,0,30000.0,36,15.05,1040.7,C4,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2017-01-09 00:00:00,debt_consolidation,TX,30.01,695,699,15,0,37610,86.1,4,0,34,0
15777,Paid,0,33600.0,60,13.98,781.47,C3,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2014-01-09 00:00:00,credit_card,LA,7.63,670,674,19,0,29110,60.6,18,0,39,0
15778,Paid,0,35000.0,36,7.99,1096.62,A5,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2016-01-12 00:00:00,debt_consolidation,IL,8.51,705,709,6,0,14184,65.4,6,0,46,-1
15779,Paid,0,5000.0,36,6.49,153.23,A2,2,RENT,"(32500.0, 40000.0]",Source Verified,2014-01-07 00:00:00,credit_card,DC,22.5,,729,14,0,2760,17.5,0,0,37,0
15780,Written off,1,15100.0,36,23.13,585.55,F1,5,MORTGAGE,"(40000.0, 46000.0]",Verified,2016-01-02 00:00:00,debt_consolidation,GA,35.89,670,674,10,0,7387,73.9,1,0,41,2
15781,Written off,1,-2925.0,36,16.29,103.26,D1,8,RENT,"(40000.0, 46000.0]",Source Verified,2016-01-04 00:00:00,debt_consolidation,TX,48.61,710,714,24,0,49860,51.7,1,0,45,1
15782,Written off,1,15000.0,36,8.39,472.75,A5,10,RENT,"(65000.0, 72000.0]",Not Verified,2014-01-10 00:00:00,debt_consolidation,CA,24.34,690,694,11,0,19377,63.5,0,0,49,1
15783,Paid,0,3600.0,36,5.32,108.42,A1,6,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2015-01-12 00:00:00,credit_card,OH,9.2,680,684,9,1,3055,16.7,2,1,29,-2
15784,Written off,1,16000.0,36,9.99,516.2,B3,,RENT,"(80000.0, 91000.0]",Source Verified,2015-01-04 00:00:00,credit_card,IL,4.46,695,699,6,0,9539,74.5,0,0,34,0
15785,Paid,0,-15475.0,36,8.19,486.29,A5,10,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2014-01-11 00:00:00,debt_consolidation,OH,10.31,685,689,8,0,12179,60.3,2,0,30,0
15786,Written off,1,28000.0,36,9.99,903.35,B3,10,RENT,"(80000.0, 91000.0]",Not Verified,2015-01-08 00:00:00,credit_card,AZ,13.51,675,679,5,0,18217,79.5,12,0,34,0
15787,Paid,0,12000.0,36,6.71,368.94,A3,0,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2018-01-02 00:00:00,credit_card,TX,26.1,795,799,9,0,12286,28.5,3,0,27,2
15788,Written off,1,35000.0,60,24.99,1027.1,F4,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2015-01-04 00:00:00,debt_consolidation,TX,29.67,670,674,25,0,66144,88.1,3,0,31,1
15789,Paid,0,32950.0,60,20.2,876.65,E3,10,MORTGAGE,"(72000.0, 80000.0]",Verified,2014-01-08 00:00:00,debt_consolidation,SC,20.85,665,669,11,2,5543,71.5,4,0,42,-1
15790,Paid,0,18000.0,60,13.53,414.46,B5,5,RENT,"(107000.0, 133553.0]",Verified,2014-01-01 00:00:00,credit_card,OR,19.95,695,699,14,0,17205,31.6,0,0,27,0
15791,Paid,0,7000.0,36,6.49,214.52,A2,10,RENT,"(32500.0, 40000.0]",Source Verified,2014-01-10 00:00:00,debt_consolidation,CA,1.58,780,784,3,0,2234,10.5,0,0,29,0
15792,Paid,0,12000.0,36,10.99,392.81,B4,10,OWN,"(133553.0, 6693021.0]",Verified,2015-01-06 00:00:00,home_improvement,NY,1.11,670,674,11,0,6279,31.7,3,0,31,-2
15793,Paid,0,5000.0,36,12.88,168.19,C2,2,RENT,"(6694.0, 32500.0]",Not Verified,2016-01-01 00:00:00,debt_consolidation,NE,15.47,690,694,3,0,1933,87.9,0,0,32,-2
15794,Written off,1,15300.0,36,16.99,545.42,D1,,MORTGAGE,"(40000.0, 46000.0]",Verified,2017-01-03 00:00:00,debt_consolidation,TX,9.97,690,694,10,0,9823,66.4,1,0,40,2
15795,Paid,0,6000.0,36,11.14,196.84,B2,2,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2013-01-03 00:00:00,major_purchase,MO,18.55,,754,6,0,4366,28.5,0,0,34,2
15796,Paid,0,10300.0,36,11.67,340.49,B4,5,RENT,"(72000.0, 80000.0]",Not Verified,2014-01-08 00:00:00,debt_consolidation,NY,25.66,740,744,11,0,5670,25.5,0,0,39,2
15797,Paid,0,10000.0,36,15.31,348.18,C5,3,MORTGAGE,"(91000.0, 107000.0]",Verified,2016-01-06 00:00:00,credit_card,GA,16.43,675,679,17,1,2293,20.5,1,0,36,2
15798,Written off,1,22475.0,60,24.89,658.23,F4,4,MORTGAGE,"(107000.0, 133553.0]",Verified,2013-01-08 00:00:00,debt_consolidation,CT,26.36,665,669,21,0,16086,74.8,9,0,38,0
15799,Paid,0,30000.0,60,15.31,718.59,C5,10,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2016-01-04 00:00:00,debt_consolidation,KY,14.48,,729,12,0,26174,57.0,2,0,41,1
15800,Paid,0,12000.0,36,7.89,375.43,A5,9,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2015-01-06 00:00:00,debt_consolidation,OH,19.29,735,739,13,0,11437,44.9,2,0,35,1
15801,Paid,0,10650.0,60,18.99,276.21,D4,10,MORTGAGE,"(72000.0, 80000.0]",Verified,2016-01-05 00:00:00,debt_consolidation,AZ,24.9,660,664,14,0,16270,52.3,3,0,44,1
15802,Paid,0,9000.0,36,10.15,291.04,B2,2,MORTGAGE,"(6694.0, 32500.0]",Source Verified,2014-01-10 00:00:00,debt_consolidation,AL,12.64,690,694,7,0,8788,46.0,1,0,41,1
15803,Paid,0,15000.0,60,19.99,397.33,E4,0,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,NJ,22.83,685,689,10,1,6312,53.0,0,1,45,2
15804,Paid,0,6700.0,36,12.69,224.76,C2,7,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2015-01-08 00:00:00,credit_card,LA,17.87,720,724,7,0,10526,84.2,1,0,28,-1
15805,Paid,0,35000.0,36,14.64,1207.13,C3,3,MORTGAGE,"(91000.0, 107000.0]",Verified,2014-01-04 00:00:00,credit_card,TX,4.66,705,709,8,0,11639,57.6,4,0,29,0
15806,Paid,0,21000.0,36,8.9,666.82,A5,6,RENT,"(133553.0, 6693021.0]",Verified,2013-01-01 00:00:00,credit_card,GA,12.11,695,699,15,0,39383,85.6,2,0,31,0
15807,Paid,0,10000.0,36,15.31,348.18,C2,10,MORTGAGE,"(91000.0, 107000.0]",Verified,2013-01-02 00:00:00,home_improvement,NY,2.79,675,679,11,0,5308,47.0,4,0,36,-1
15808,Written off,1,8000.0,36,22.15,306.15,E5,10,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2014-01-08 00:00:00,debt_consolidation,MD,11.37,665,669,8,0,3876,44.0,0,0,51,1
15809,Paid,0,15500.0,60,10.07,329.87,B2,2,MORTGAGE,"(40000.0, 46000.0]",Verified,2018-01-06 00:00:00,debt_consolidation,NC,28.26,,779,9,0,15835,25.1,3,0,45,0
15810,Written off,1,30000.0,60,19.99,794.65,E1,3,MORTGAGE,"(80000.0, 91000.0]",Verified,2014-01-04 00:00:00,home_improvement,NJ,21.27,,719,18,0,16621,47.9,2,0,45,1
15811,Paid,0,33600.0,60,13.67,776.08,C3,10,MORTGAGE,"(91000.0, 107000.0]",Verified,2016-01-05 00:00:00,debt_consolidation,ID,19.91,660,664,9,1,32291,95.0,2,0,41,2
15812,Paid,0,16550.0,60,14.65,390.69,C5,10,RENT,"(32500.0, 40000.0]",Source Verified,2015-01-10 00:00:00,credit_card,HI,18.17,685,689,8,0,19376,80.7,0,0,30,0
15813,Written off,1,9500.0,36,7.89,297.22,A5,,MORTGAGE,"(6694.0, 32500.0]",Verified,2015-01-06 00:00:00,debt_consolidation,FL,19.14,730,734,8,0,6621,46.6,1,0,34,0
15814,Paid,0,30000.0,36,17.57,1078.12,D4,3,RENT,"(107000.0, 133553.0]",Source Verified,2015-01-12 00:00:00,major_purchase,IL,8.31,745,749,7,0,686,1.7,0,0,32,0
15815,Paid,0,-10000.0,36,10.64,325.69,B2,0,MORTGAGE,"(72000.0, 80000.0]",Verified,2013-01-09 00:00:00,debt_consolidation,CA,6.22,705,709,16,1,11793,20.2,4,1,36,0
15816,Written off,1,20000.0,60,12.69,451.9,C2,1,RENT,"(91000.0, 107000.0]",Source Verified,2015-01-04 00:00:00,credit_card,CA,13.11,,664,8,0,22789,82.0,0,0,48,1
15817,Written off,1,6400.0,36,13.99,218.71,C4,4,MORTGAGE,"(32500.0, 40000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,NJ,30.72,665,669,11,0,7687,62.5,1,0,39,0
15818,Paid,0,12300.0,36,10.9,402.11,B4,10,MORTGAGE,"(46000.0, 52000.0]",Verified,2018-01-03 00:00:00,home_improvement,OH,22.18,720,724,10,1,3782,12.0,0,1,44,0
15819,Paid,0,10000.0,36,12.69,335.45,C2,7,OWN,"(6694.0, 32500.0]",Verified,2015-01-10 00:00:00,credit_card,FL,23.29,,669,12,0,21907,51.1,1,0,42,1
15820,Written off,1,27725.0,60,19.99,734.39,E4,10,RENT,"(72000.0, 80000.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,CA,16.26,,669,12,0,34424,93.3,5,0,39,0
15821,Paid,0,-18000.0,60,9.17,375.14,B2,5,MORTGAGE,"(60000.0, 65000.0]",Verified,2015-01-02 00:00:00,credit_card,MA,18.02,670,674,21,0,25183,55.0,2,0,32,0
15822,Paid,0,25000.0,36,7.21,774.34,A3,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2017-01-09 00:00:00,debt_consolidation,CA,21.1,,709,19,0,7573,11.6,3,0,40,0
15823,Paid,0,12000.0,60,15.41,288.07,D1,5,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-11 00:00:00,debt_consolidation,CA,23.17,,674,11,0,7926,45.3,0,0,35,0
15824,Paid,0,16000.0,36,14.33,549.42,C1,8,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2012-01-07 00:00:00,credit_card,MA,13.16,680,684,9,0,19372,73.0,1,0,29,1
15825,Paid,0,13000.0,36,10.49,422.48,B3,0,RENT,"(72000.0, 80000.0]",Source Verified,2016-01-10 00:00:00,credit_card,CA,19.61,660,664,8,2,11044,87.7,0,2,40,0
15826,Paid,0,20500.0,36,22.39,787.05,E1,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2016-01-09 00:00:00,debt_consolidation,TX,21.61,680,684,16,0,32446,83.6,2,0,39,2
15827,Paid,0,16425.0,60,20.2,437.0,D5,10,MORTGAGE,"(52000.0, 60000.0]",Verified,2013-01-11 00:00:00,debt_consolidation,IN,18.15,705,709,20,0,19548,70.6,3,0,33,2
15828,Paid,0,30000.0,60,17.88,759.85,E5,5,RENT,"(65000.0, 72000.0]",Verified,2011-01-04 00:00:00,wedding,NY,24.36,690,694,10,0,24217,86.5,,0,36,2
15829,Paid,0,-7000.0,36,10.49,227.49,B3,10,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,FL,21.22,,664,13,0,16355,65.2,2,0,35,0
15830,Paid,0,15000.0,36,11.53,494.86,B5,10,OWN,"(133553.0, 6693021.0]",Verified,2015-01-08 00:00:00,debt_consolidation,RI,31.64,695,699,18,0,167647,86.2,4,0,31,0
15831,Paid,0,5000.0,36,7.62,155.81,A3,4,RENT,"(46000.0, 52000.0]",Source Verified,2014-01-05 00:00:00,debt_consolidation,AK,24.86,730,734,8,0,5936,31.7,0,0,40,0
15832,Paid,0,12000.0,36,9.17,382.55,B2,3,RENT,"(60000.0, 65000.0]",Source Verified,2015-01-12 00:00:00,debt_consolidation,NY,7.79,800,804,6,0,3639,9.5,0,0,44,0
15833,Paid,0,6000.0,36,14.08,205.3,C3,10,OWN,"(46000.0, 52000.0]",Not Verified,2017-01-11 00:00:00,debt_consolidation,TX,16.31,665,669,6,0,3608,83.9,0,0,41,1
15834,Paid,0,8000.0,36,11.99,265.68,B5,10,RENT,"(52000.0, 60000.0]",Source Verified,2017-01-05 00:00:00,debt_consolidation,PA,16.88,680,684,12,0,21405,40.5,0,0,39,2
15835,Paid,0,9000.0,36,7.26,278.97,A4,0,RENT,"(52000.0, 60000.0]",Source Verified,2015-01-07 00:00:00,credit_card,TX,12.55,710,714,9,0,17294,39.9,0,0,40,0
15836,Paid,0,11000.0,36,7.89,344.15,A5,9,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2015-01-10 00:00:00,credit_card,GA,28.59,700,704,17,0,15107,38.9,3,0,27,1
15837,Paid,0,5000.0,36,21.97,190.88,E4,1,RENT,"(60000.0, 65000.0]",Source Verified,2016-01-03 00:00:00,debt_consolidation,CA,16.17,675,679,11,0,3865,18.3,0,0,38,0
15838,Paid,0,7200.0,36,9.49,230.61,B2,5,RENT,"(52000.0, 60000.0]",Verified,2014-01-12 00:00:00,debt_consolidation,CA,17.37,665,669,10,0,6029,42.8,0,0,36,1
15839,Paid,0,20000.0,36,16.99,712.96,D1,3,RENT,"(80000.0, 91000.0]",Verified,2016-01-12 00:00:00,debt_consolidation,TX,30.93,690,694,19,0,16294,39.9,0,0,35,-2
